10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
1683,"1,2652829035266E+017",2011-10-19 05:21:09,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/QcDddYrn,neutral,google
1684,"1,26528288729473E+017",2011-10-19 05:21:09,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/iUi7JtCM,neutral,google
1685,"1,26528287831892E+017",2011-10-19 05:21:09,On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1686,"1,26528286871396E+017",2011-10-19 05:21:09,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ,neutral,google
1688,"1,26528248329941E+017",2011-10-19 05:20:59,"Your face unlocks the phone, as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone",neutral,google
1689,"1,26528157573579E+017",2011-10-19 05:20:38,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx,neutral,google
1690,"1,26528078057964E+017",2011-10-19 05:20:19,"This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/HZdfN3oS",neutral,google
1693,"1,26527897065374E+017",2011-10-19 05:19:36,"#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk",neutral,google
1696,"1,26527760662413E+017",2011-10-19 05:19:03,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT,neutral,google
1697,"1,26527757151777E+017",2011-10-19 05:19:02,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/8DjJHFGu,neutral,google
1698,"1,26527756036092E+017",2011-10-19 05:19:02,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,neutral,google
1699,"1,26527743528673E+017",2011-10-19 05:18:59,#LOL #google http://t.co/aeJ1Vrgj,neutral,google
1700,"1,26527523529044E+017",2011-10-19 05:18:07,#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,neutral,google
1701,"1,26527262190346E+017",2011-10-19 05:17:04,"#Google has made search more #secure, this change #encrypts your search queries and Google's result pages.  Read more: http://t.co/Rnnjwo6r",neutral,google
1703,"1,26527122218041E+017",2011-10-19 05:16:31,Android 4.0 OS Ice Cream Sandwich and the Galaxy Nexus is out.seems that smartphones are named by hungry developers  #Google+,neutral,google
1704,"1,26527077905207E+017",2011-10-19 05:16:20,"Anyone seen this? If your brand needs to track #SEO keyword landing through to a conversion, well #Google just capped â€¦http://t.co/g4coBopL",neutral,google
1709,"1,26526945008689E+017",2011-10-19 05:15:49,"RT @whymicrosoft: Googleâ€™s Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers???",neutral,google
1711,"1,265268504523E+017",2011-10-19 05:15:26,Ice Cream Sandwich arrives http://t.co/Z4j7WhmS #google #icecream #android #samsung,neutral,google
1712,"1,26526838251065E+017",2011-10-19 05:15:23,it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung,neutral,google
1714,"1,26526793380409E+017",2011-10-19 05:15:12,Is Google planning to launch its own iTunes rival? - The Times of India http://t.co/1x73o5Yz #google,neutral,google
1715,"1,26526782001263E+017",2011-10-19 05:15:10,"#Android #Google We saw Ice Cream Sandwich on a Phone, but What About a Tablet? http://t.co/6McjpONv #DhilipSiva",neutral,google
1720,"1,26526594973053E+017",2011-10-19 05:14:25,#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget,neutral,google
1722,"1,26526457974489E+017",2011-10-19 05:13:52,Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!,neutral,google
1723,"1,26526371785753E+017",2011-10-19 05:13:32,#Google releases 50 new features for presentations inÂ #GoogleDocs http://t.co/0x6crRao,neutral,google
1734,"1,26525872915227E+017",2011-10-19 05:11:33,"Ballmer: 70% Of The Time, #Google &amp; #Bing Are The Same, So Try Bing!: http://t.co/rA5PgOsD",neutral,google
1738,"1,26525730526999E+017",2011-10-19 05:10:59,Recap: Google will host G-South Africa in JHB on 3rd and 4th November. http://t.co/A88ZBr2O #google,neutral,google
1739,"1,26525539442893E+017",2011-10-19 05:10:13,"Believe it or not #political process is changing across all countries. Thanks to new social media #Facebook , #twitter, #google+",neutral,google
1740,"1,26525506018492E+017",2011-10-19 05:10:06,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget,neutral,google
1741,"1,26525491954987E+017",2011-10-19 05:10:02,Logitech Revue Companion Box with Google TV and Keyboard Controller by #Logitech #Google #TVBox via #amazon http://t.co/NkPjGP3W,neutral,google
1742,"1,26525475723022E+017",2011-10-19 05:09:58,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s,neutral,google
1744,"1,26525465715425E+017",2011-10-19 05:09:56,#Google announces NFC-based #Android Beam for sharing between phones,neutral,google
1748,"1,26525210483638E+017",2011-10-19 05:08:55,"If you need to modify your payment details that are on your phone for the Android Market, go here: http://t.co/z4gS3PxC #Google",neutral,google
1750,"1,26525169756946E+017",2011-10-19 05:08:45,#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq,neutral,google
1752,"1,26525031135195E+017",2011-10-19 05:08:12,"Samsung Galaxy Nexus, Google Android 4.0 Live Blog : http://t.co/wwSYXAbn #android #google #mobile #news",neutral,google
1753,"1,26525007525462E+017",2011-10-19 05:08:07,"#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva",neutral,google
1755,"1,26524889296413E+017",2011-10-19 05:07:38,Google encrypting search for signed-in users http://t.co/R2xDFqRs #encryption #google #search #secure,neutral,google
1757,"1,26524843339432E+017",2011-10-19 05:07:28,#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/UsqWKjSJ http://t.co/qnICyo0n #webtech,neutral,google
1759,"1,26524841544258E+017",2011-10-19 05:07:27,I would also like ice Cream Sandwich on my phone #google #android http://t.co/4iAbnQeY http://t.co/rn0Nc9iR #webtech,neutral,google
1761,"1,26524784120037E+017",2011-10-19 05:07:13,#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS,neutral,google
1762,"1,26524764071264E+017",2011-10-19 05:07:09,On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1764,"1,26524648874717E+017",2011-10-19 05:06:41,"#ICS&quot; putting people at the heart&quot;? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are not patented ;)",neutral,google
1768,"1,26524290945384E+017",2011-10-19 05:05:16,The new Samsung Galaxy nexus.. http://t.co/UtbpXrsj #Android #Samsung #Google #WoW CC @kha1989led @eisaahmad,neutral,google
1769,"1,26524242635403E+017",2011-10-19 05:05:04,"#Google and #Samsung unveil #Galaxy #Nexus, #Android 4 at event: http://t.co/oTqfW9XQ | #CTIA #Hong #Kong #conference #environments",neutral,google
1770,"1,26524229997953E+017",2011-10-19 05:05:01,"New Solar plant seen on I-15 on the way to Vegas, invested in by Google.  http://t.co/Pzw8OVnm RT #eco #google #solar #greenpower",neutral,google
1775,"1,26524074179568E+017",2011-10-19 05:04:24,#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google,neutral,google
1776,"1,26524050037146E+017",2011-10-19 05:04:18,"Android 4.0, Ice Cream Sandwich, how do i know if my carrier and device will be able to update ? th... #Google #androi http://t.co/EHmNMVca",neutral,google
1777,"1,26524003266474E+017",2011-10-19 05:04:07,What Is Ice Cream Sandwich? - http://t.co/otA4rqi9 #Google,neutral,google
1782,"1,26523791735144E+017",2011-10-19 05:03:17,RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1783,"1,26523776195232E+017",2011-10-19 05:03:13,RT @MAGGadget: Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google,neutral,google
1788,"1,26523549493113E+017",2011-10-19 05:02:19,RT @ZDNet: #Google steps up its privacy game &amp; launches Search Encryption #GoodToKnow privacy &amp; personal data control http://t.co/t05c34yY,neutral,google
1792,"1,2652351935703E+017",2011-10-19 05:02:12,@Bravo u should have a cast of  Latina #housewives  WE have some pretty  successful Latina Women in this world #GOOGLE them..,neutral,google
1793,"1,26523435772949E+017",2011-10-19 05:01:52,RT @iPadPowerUsers On Google+ then go here http://t.co/r4bIDq9D #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1794,"1,26523421231301E+017",2011-10-19 05:01:48,@loribooLIVE like Manny from degrassi (: #google her !,neutral,google
1797,"1,26523245649342E+017",2011-10-19 05:01:07,And here's the run-down on #Android4.0 aka #IceCreamSandwich http://t.co/f1V3HJAe #google,neutral,google
1802,"1,26522997522702E+017",2011-10-19 05:00:07,Here's what we know about the #GalaxyNexus http://t.co/7bYXbQVY #google #android,neutral,google
1805,"1,26522979080339E+017",2011-10-19 05:00:03,Tips to make #Google always #crawl your #website http://t.co/SVYSckH7,neutral,google
1806,"1,265229789713E+017",2011-10-19 05:00:03,Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates,neutral,google
1807,"1,26522853779706E+017",2011-10-19 04:59:33,RT @xenophin: #Samsung and #Google's Ice Cream Sandwich event is at 3am UK time.    Waking up to a lot of news then ... #nonUSAtimezonelaunches,neutral,google
1809,"1,26522802466599E+017",2011-10-19 04:59:21,wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...,neutral,google
1818,"1,26522667703599E+017",2011-10-19 04:58:49,#Android #Google Samsung Galaxy Nexus Coming Soon To Three UK http://t.co/FQbfdiYE #DhilipSiva,neutral,google
1819,"1,26522664939565E+017",2011-10-19 04:58:48,"#Android #Google Nexus S Getting Ice Cream Sandwich, OS â€œTheoreticallyâ€ Should Work on Any Android... http://t.co/kqBWWiyd #DhilipSiva",neutral,google
1826,"1,26522423771267E+017",2011-10-19 04:57:51,@Wilko_LR  &quot;Google to launch iTunes AND Spotify rival? http://t.co/SralgsCiâ€ need to start using #google+,neutral,google
1829,"1,26522225674301E+017",2011-10-19 04:57:03,#Google to stop giving referral data - by moving to #SSL? http://t.co/wTjiX29b,neutral,google
1831,"1,2652197367212E+017",2011-10-19 04:56:03,How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning,neutral,google
1833,"1,26521718272573E+017",2011-10-19 04:55:02,"Samsung Galaxy Nexus vs. Galaxy S II, Nexus One and Nexus S (macro hands-on) http://t.co/F9l7GnWT #Google #NexusS",neutral,google
1837,"1,26521582809129E+017",2011-10-19 04:54:30,â€œ@rianru: #Google Ð¿Ñ€ÐµÐ´ÑÑ‚Ð°Ð²Ð¸Ñ‚ Ð½Ð¾Ð²ÑƒÑŽ Ð²ÐµÑ€ÑÐ¸ÑŽ #Android 4.0 http://t.co/ttgycujsâ€ #Vfacebook,neutral,google
1838,"1,2652157333001E+017",2011-10-19 04:54:28,RT @iPadPowerUsers On Google+ then go here http://t.co/nCqrwPYb #GPlus #Googleplus #Google #teamfollowbackâ€¦,neutral,google
1839,"1,26521564979151E+017",2011-10-19 04:54:26,#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo,neutral,google
1842,"1,26521489116766E+017",2011-10-19 04:54:08,On Google+ then go here http://t.co/XP4apWAH #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1843,"1,26521384657617E+017",2011-10-19 04:53:43,quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d,neutral,google
1847,"1,26521228524659E+017",2011-10-19 04:53:06,#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile,neutral,google
1848,"1,26521130197586E+017",2011-10-19 04:52:42,Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,neutral,google
1849,"1,26521102783619E+017",2011-10-19 04:52:36,#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android,neutral,google
1850,"1,26520984122573E+017",2011-10-19 04:52:07,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE",neutral,google
1851,"1,26520920352358E+017",2011-10-19 04:51:52,"#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU",neutral,google
1852,"1,26520914413236E+017",2011-10-19 04:51:51,RT @bleublancrouge_: Surprising !Google's Management Isn't Using #Google+ : http://ow.ly/6QuOk @degusta,neutral,google
1855,"1,26520707969581E+017",2011-10-19 04:51:02,#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva,neutral,google
1856,"1,26520695218913E+017",2011-10-19 04:50:59,#Android #Google Ice Cream Sandwich UI enhancements â€“ a new spin on Android http://t.co/DAPpm4av #DhilipSiva,neutral,google
1857,"1,26520611190219E+017",2011-10-19 04:50:39,Ice Cream Sandwitch comes alive today #android #google,neutral,google
1859,"1,26520531934654E+017",2011-10-19 04:50:20,"RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android",neutral,google
1862,"1,2652051148322E+017",2011-10-19 04:50:15,"#Android #Google Texas Instruments: â€œItâ€™s Not the Number of Cores, Itâ€™s Sophisticationâ€ http://t.co/aXDKhkb0 #DhilipSiva",neutral,google
1863,"1,26520508903719E+017",2011-10-19 04:50:14,#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva,neutral,google
1864,"1,26520504822661E+017",2011-10-19 04:50:13,#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva,neutral,google
1865,"1,26520501442056E+017",2011-10-19 04:50:12,The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43,neutral,google
1866,"1,26520500246688E+017",2011-10-19 04:50:12,#Android #Google Video: Googleâ€™s Nexus site updated with new device and ICS features http://t.co/rZBmyLTV #DhilipSiva,neutral,google
1869,"1,26520116795015E+017",2011-10-19 04:48:41,I would also like ice Cream Sandwich on my phone #google #android http://t.co/uTHuUECJ,neutral,google
1870,"1,26520107089396E+017",2011-10-19 04:48:38,#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy,neutral,google
1873,"1,26520074717766E+017",2011-10-19 04:48:31,RT @raovallab: How #Google Ventures Chooses Which #Startups Get Its $200 Million http://t.co/UGsBdxQm via @mashbusiness @mashable,neutral,google
1875,"1,26520020871295E+017",2011-10-19 04:48:18,RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android,neutral,google
1877,"1,26519912821826E+017",2011-10-19 04:47:52,RT @AndroidTopNews: Nexus Prime rumored to be released on Nov. 3 http://t.co/77HbvLjI #News #google #Ice_Cream_Sandwich #ics #Nexus_Prime,neutral,google
1884,"1,2651946950067E+017",2011-10-19 04:46:06,Samsung Galaxy Nexus &amp; Android 4.0 Quick Specs - http://t.co/s1QfUznv #galaxynexus #android #ics #samsung #google,neutral,google
1887,"1,26519331956863E+017",2011-10-19 04:45:34,Android 4.0 SDK now available #google #android http://t.co/TBtuewi1,neutral,google
1889,"1,26519306832982E+017",2011-10-19 04:45:28,RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,neutral,google
1890,"1,26519290722648E+017",2011-10-19 04:45:24,It's not Google vs Apple. It is Apple &amp; Google vs the old way - GigaOm http://t.co/LJlc6YzS #google,neutral,google
1891,"1,26519251631747E+017",2011-10-19 04:45:14,"RT @TecBuzz: Google steps up its privacy game, launches Good To Know http://t.co/22QbKMpG #google",neutral,google
1892,"1,2651922951517E+017",2011-10-19 04:45:09,#Android #Google Whatâ€™s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva,neutral,google
1893,"1,26519227006988E+017",2011-10-19 04:45:08,#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva,neutral,google
